eng_input,eng_label,match_using_label,match_using_sentence,heb_input,heb_label
The summary please write,In Values,1,1,את התקציר אנא כתוב,בערכים
If anyone can help,Instead,1,1,אם מישהו יוכל לעזור,במקום
Don't erase my race.,The dogs,1,1,אל תמחק את גזעי,הכלבים
The government of Laos divides the,Population,0,1,ממשלת לאוס מחלקת את,האוכלוסייה
"Shortly after, she began",Take,0,1,לאחר זמן קצר החלה,לקחת
"In the kibbutz, a lion began to engage",In Education,1,1,בקיבוץ החל אריה לעסוק,בחינוך
Another question is whether there is,Write,0,1,ועוד שאלה האם יש,לכתוב
In a scene later in the film Sing,Tom.,1,1,בסצנה בהמשך הסרט שר,טום
No later remains,Party,0,1,אף לאחר מכן נשארה,מפלגה
I'm starting as well.,To think,1,1,אני מתחיל גם כן,לחשוב
Rappaport won for his book,In Award,1,1,רפפורט זכה על ספרו,בפרס
From what I read on his talk page,He is,0,1,ממה שקראתי בדף שיחתו,הוא
Most of the islands are,Hills,1,1,רוב שטח האיים הינו,גבעות
It is recommended to use another box,Or,1,1,מומלץ להשתמש בתיבה אחרת,או
Insinuating Lebanon War,In her,1,1,מרמז על מלחמת לבנון,בה
Since then he has been writing under,Name,0,1,מאז הוא כותב תחת,השם
Your discussion here is unnecessary.,Completely,0,1,הדיון שלך פה מיותר,לחלוטין
The climate in the city varies between,Heat,1,1,האקלים בעיר משתנה בין,חום
I have to admit that the value,Suspicious,1,1,אני חייב להודות שהערך,חשוד
External links on home,The Book,1,1,קישורים חיצוניים על בית,הספר
Since the end of the World War,The Second,0,1,מאז תום מלחמת העולם,השנייה
I also learn details.,New,0,1,גם אני לומד פרטים,חדשים
A free filter cannot,to be,1,1,מסנן חופשי אינו יכול,להיות
I should get going then.,Goodbye.,1,1,אני צריך לזוז אז,להתראות
They look fine to me.,Done,0,1,הם נראים לי בסדר,גמור
If he says that he,Don't,0,1,אם הוא יגיד שהוא,לא
A value that is written thus is,Shame,1,1,ערך שכתוב כך הוא,בושה
Actually I don't remember,When,1,1,בעצם אני לא זוכר,מתי
If I ask then,There is,1,1,אם אני שואל אז,יש
However he is not,Found,1,1,עם זאת הוא לא,נמצא
Root canal treatment may be performed,In number,1,1,טיפול שורש עשוי להתבצע,במספר
Not so today that everyone,Hacked,0,1,לא כן היום שכולם,פרצו
Blessings from deep friends Judah,Malachi,1,1,בברכת ידידים עמוקה יהודה,מלאכי
Concentration plays a role,Important,1,1,ריכוז הריכוז ממלא תפקיד,חשוב
He was married three.,Times,0,1,הרצוג היה נשוי שלוש,פעמים
In the center of the flag Map in color,White,1,1,במרכז הדגל מפה בצבע,לבן
A ship that came from one port,Must,0,1,ספינה שהגיע מנמל אחד,חייבת
2 The opening is also intended,For People,1,1,2 הפתיח מיועד גם,לאנשים
Even through tiny warfare,Allow,1,1,גם באמצעות לוחמה זעירה,אפשר
This law was partial,And no,1,1,חוק זה היה חלקי,ולא
Basically transfers of four,Values,1,1,בעיקרון העברות של ארבעה,ערכים
If you haven't found an answer,To the question,1,1,אם לא מצאת תשובה,לשאלה
It seems to me that the page,This,0,1,לי דווקא נראה שהדף,הזה
And he puts the bricks down.,In places,1,1,והוא מניח את הלבנים,במקומות
Many relatively structural species,Family,1,1,מינים רבים יחסית מבני,משפחה
Too little time of,Activity,1,1,מעט מדי זמן של,פעילות
It shouldn't be.,Problem,1,1,זו לא צריכה להיות,בעיה
B. We also have,Values,1,1,ב יש לנו גם,ערכים
There is a certain form to quote,People,1,1,יש צורה מסויימת לצטט,אנשים
Do not upload photos of,People,1,1,אין להעלות תמונות של,אנשים
Three and a half weeks of,Work,1,1,שלושה שבועות וחצי של,עבודה
When it locates you,Elias,1,1,כאשר הוא מאתר את,אליאס
But an example would also be,Correct,0,1,אבל דוגמה שתהיה גם,נכונה
After a while when he was,Lee,1,1,לאחר זמן מה כשהיה,לי
First they appeared in the section,About,0,1,ראשית הן הופיעו בסעיף,על
The right man was right.,Discussion,1,1,עוזי צודק באמת היה,דיון
Hess was born in the city of Baden.,Baden,0,1,הס נולד בעיר באדן,באדן
What we need is,Glee,1,1,מה שאנחנו צריכים הוא,גלי
But what brought all,The things,1,1,אבל מה הביאו כל,הדברים
Then I saw that in fact the mistake,Yours,1,1,ואז ראיתי שבעצם הטעות,שלך
The regime in these countries is not,Military,1,1,המשטר במדינות אלו אינו,צבאי
His family and friends who remain,In town,1,1,בני משפחתו וחבריו שנותרו,בעיר
But maybe in two months,Yeah.,1,1,אבל אולי בעוד חודשיים,כן
Not everyone is looking for,Authors,0,1,לא כל אחד מחפש,סופרים
It is not such a blessing.,Important,0,1,זו לא ברכה כזאת,חשובה
It is customary to refer to a person in the article,Encyclopedic,0,1,נהוג להתייחס לאדם במאמר,אנציקלופדי
It'll take some time.,But,1,1,זה ייקח קצת זמן,אבל
As long as it is not written,Paragraphs,0,1,כל זמן שלא נכתבו,פסקאות
Deleting also appears,Just,1,1,הועמד למחיקה גם מופיעה,רק
"To me, Haifa is a bit",Far Away,1,1,חיפה בשבילי זה קצת,רחוק
The text remains as it is.,And also,1,1,הטקסט נשאר כמו שהוא,וגם
You are invited to write why,In your opinion,1,1,את מוזמנת לכתוב למה,לדעתך
Do not delete warning of,Operator,1,1,אין למחוק אזהרה של,מפעיל
The thing is the wording Gideon,Levi,1,1,העניין הוא הניסוח גדעון,לוי
Nice to have a wikipedi discussion,Healthy,1,1,נחמד שיש דיון ויקיפדי,בריא
The facts are clear to all and I,Don't,0,1,העובדות גלויות לכל ואני,לא
If it's not useful,Allow,1,1,אם זה לא שימושי,אפשר
Today they are common in the UK.,In Australia,1,1,בימינו הם נפוצים בבריטניה,באוסטרליה
Can be found on Google Sayings,Similar,0,1,אפשר למצוא בגוגל אמירות,דומות
Nazareth means aid assistance,And also,1,1,נצר פירושו עזרה סיוע,וגם
Singapore Zoo,Considered,0,1,גן החיות של סינגפור,נחשב
Don't delete others' words,From the page,1,1,אל תמחק דברי אחרים,מהדף
The use of a capital mogul combination,Don't,0,1,השימוש בצירוף איל הון,לא
The military situation has been abolished four,Days,1,1,המצב הצבאי בוטל ארבעה,ימים
In New York City No.,Gordie,1,1,בעיר ניו יורק מספר,גורדי
As for the specific date I,Don't,0,1,באשר לתאריך הספציפי אני,לא
"However, how should",Select,0,1,בכל אופן כיצד אמורים,לבחור
If operators decide to discuss,Also,1,1,אם מפעילים מחליטים לדון,גם
If it can be created,Parameters,1,1,אם יהיה אפשר ליצור,פרמטרים
Elsewhere a chart is shown,Rating,1,1,במקום אחר מוצגת טבלת,דירוג
We're writing an encyclopedia No,Managers,0,1,אנחנו כותבים אנציקלופדיה לא,מנהלים
Spain is also under control.,Franco,1,1,וגם ספרד תחת שלטון,פרנקו
Recommended Recommended and also,Israeli,1,1,מומלץ מומלץ מומלץ וגם,ישראלי
And what came out of it is,Article,1,1,ומה שיצא ממנה זה,מאמר
Will you be able to experience,Your opinion,1,1,האם תוכל לחוות את,דעתך
But I don't want,Delete,0,1,אבל אני לא רוצה,למחוק
Eeyore's happy Thanks for,Your Contribution,1,1,איה שמחה תודה על,תרומתך
He is poor and not,Can,1,1,אליה הוא עני ולא,יכול
If there is something else,Suitable,1,1,אם יש משהו אחר,מתאים
Moving from one area to another,Brings,1,1,מעבר מאזור אחד לאחר,מביא
About the English say there is,Three,0,1,בערך האנגלי כתוב שיש,שלושה
A portal can encourage writing,of,1,1,פורטל יכול לעודד כתיבה,של
I don't understand what,Context,1,1,אני לא מבין מה,הקשר
The exact algorithm efficiency question,She,1,1,שאלת יעילות האלגוריתם המדויקת,היא
The building was designed by,The Architect,1,1,המבנה תוכנן על ידי,האדריכל
At some point in the life of,The Human,1,1,בנקודה מסוימת בחייו של,האדם
If you think the value,Wrong,0,1,אם אתה חושב שהערך,שגוי
Although I don't,Think,0,1,אם כי אני לא,חושב
The difference between the two,He is,0,1,ההבדל בין השניים איפוא,הוא
The origin of these horsemen is not,Sharp,1,1,מקור הפרשים האלה לא,חד
I'll delete the value and good luck,Further,0,1,אמחק את הערך ובהצלחה,בהמשך
There are many values missing.,Importance,1,1,ישנם הרבה ערכים חסרי,חשיבות
A few more days likely.,Presuming,0,1,עוד כמה ימים סביר,להניח
"At the same time, a force of",The Legion,1,1,במקביל נכנס כוח של,הלגיון
To pass a review you knew how to accept,Less,1,1,להעביר ביקורת ידעת לקבל,פחות
Listed below are the counties of Ireland,Only,0,1,להלן מפורטים מחוזות אירלנד,בלבד
Offer deletion in such cases,Don't,0,1,הצעת מחיקה במקרים כאלה,לא
You also want to participate.,and contribute,1,1,אתה רוצה גם להשתתף,ולתרום
Such collisions that were common,Previously,0,1,התנגשויות כאלו שהיו שכיחות,בעבר
Recently I started to think that I saw,Suddenly,0,1,לאחרונה התחלתי לחשוב שראיתי,פתאום
"By the way, I didn't understand how",It's,1,1,ואגב לא הבנתי איך,זה
I made the change following,His Note,1,1,את השינוי ביצעתי בעקבות,הערתו
I don't think it's,Justifying,1,1,אני לא חושב שזה,מצדיק
But beyond that I,Don't,0,1,אבל מעבר לזה אני,לא
I just hope there isn't,To them,1,1,אני רק מקווה שאין,להם
Okay. I get why you're all,Meaning,0,1,אוקיי הבנתי למה כולכם,מתכוונים
Dr. Whistles The Gut Sense,Mine,1,1,דר שורק תחושת הבטן,שלי
He found some remains there.,Most often,0,1,הוא מצא שם שרידים,לרוב
"Culturally, however, there is no",It's,1,1,אולם מבחינה תרבותית אין,זה
If you are still,Think,0,1,אם בכל זאת אתה,חושב
The vote on the rabbi is still,Open,0,1,ההצבעה על הרב עדיין,פתוחה
Most of the current text,Should,1,1,את רוב הטקסט הנוכחי,צריך
